RUBRIC,NUMBER,COURSE_TITLE,CREDIT_HOUR,LEVEL
EDLS,8330,HUMAN RESOURCES ADMINISTRATION,3,6
EDLS,8430,FINANCIAL RESOURCES MANAGEMENT,3,6
EDLS,8530,RESEARCH SEMINAR,3,6
EDLS,8630,ADMINISTRATION IN HIGHER EDUCA,3,6
EDLS,8631,STUDENT AFFAIRS IN HIGHER EDUC,3,6
EDLS,8632,LAW AND POLICY IN HIGHER EDUCA,3,6
EDLS,8633,CONTEMPORARY ISSUES IN HIGHER,3,6
EDLS,8939,DISSERTATION,3,6
EDLS,8969,DISSERTATION,6,6
EDLS,8999,DISSERTATION,9,6
EDUC,1100,LEARNING FRAMEWORK,1,1
EDUC,3301,INTRO TO EDUCATIONAL STATS,3,3
EDUC,4300,SCHOOL AND COMMUNITY,3,4
EDUC,4310,THEORIES OF EDUCATIONAL PSYCHO,3,4
EDUC,4389,INDEPENDENT STUDIES IN EDUC,3,4
EDUC,4391,SELECTED TOPICS IN EDUCATION,3,4
EDUC,5130,COGNITION AND INSTRUCTION,3,5
EDUC,5931,RESEARCH TOPICS PROF EDUC,3,5
EDUC,5939,INDEPENDENT STUDY IN EDUCATION,3,5
EDUC,6032,APPLIED STATISTICS,3,5
EDUC,6033,RES DESIGN AND ANALYSIS,3,5
EDUC,6839,MASTER'S PROJECT RESEARCH,3,5
EDUC,6909,MASTER'S COMP EXAM,0,5
EDUC,6939,MASTER THESIS RESEARCH,3,5
EENG,2105,LAB FOR ELECTRICAL CIRCUITS I,1,2
EENG,2305,ELECTRICAL CIRCUITS I,3,2
EMGT,5130,NEW BUSINESS DEVELOPMENT,3,5
EMGT,5131,LEGAL ISSUES IN EMGT,3,5
EMGT,5230,NEGOTIATION STRATEGIES,3,5
EMGT,5231,ENGINEERING MGMT PLANNING,3,5
EMGT,5330,SERVICE AND OPERATIONS MANAGEM,3,5
EMGT,5331,SIX-SIGMA QUALITY,3,5
EMGT,5430,PROFESSIONAL PROJ MNGMT,3,5
EMGT,5431,CONTRACT MANAGEMENT,3,5
EMGT,5530,ORGANIZATIONAL ANALYSIS AND MG,3,5
EMGT,5531,TECHNOLOGY PLANNING AND MGMT,3,5
EMGT,5630,QUANTITATIVE DECISION MAKING,3,5
EMGT,5631,SUPPLY CHAIN MANAGEMENT,3,5
EMGT,5730,FUNDAMENTALS OF ERP,3,5
EMGT,5739,INTERNSHIP IN ENGINEERING MANA,3,5
EMGT,5915,COOP EDUC WORK TERM,1,5
EMGT,5919,IND STUDY IN ENGINEERING MANAG,1,5
EMGT,5931,RESEARCH TOPICS IN ENG MGMT,3,5
EMGT,5939,INDEPENDENT STUDY IN EMGT,3,5
EMGT,6837,ENG MGMT CAPSTONE PROJECT,3,5
EMGT,6838,RESEARCH PROJECT AND SEMINAR,3,5
EMGT,6839,MASTER'S THESIS RESEARCH,3,5
EMGT,6939,MASTER'S THESIS RESEARCH,3,5
ENGR,1201,INTRODUCTION TO ENGINEERING,2,1
ENGR,1304,ENGINEERING GRAPHICS I,3,1
ENGR,2334,THERMODYNAMICS I,3,2
ENSC,1101,LAB FOR ENVIRON SCIENCE I,1,1
ENSC,1102,LAB FOR ENVIRON SCIENCE II,1,1
ENSC,1301,ENVIRONMENTAL SCIENCE I,3,1
ENSC,1302,ENVIRONMENTAL SCIENCE II,3,1
ENSC,4189,INDEPENDENT STUDY IN ENSC,1,4
ENSC,4195,COOP EDUCATION WORK TERM,1,4
ENSC,4289,INDEPENDENT STUDY IN ENSC,2,4
ENSC,4333,INTRO TO GLOBAL CLIMATE CHANGE,3,4
ENSC,4362,ENVIRONMENTAL SCIENCE SEMINAR,3,4
ENSC,4379,INTRNSHP IN ENVIRONMENTAL SCI,3,4
ENSC,4389,INDEPENDENT STUDY IN ENSC,3,4
ENSC,4391,TOPICS IN ENVIRONMENTAL SCIENC,3,4
ENSC,5031,TEACHING ENVIR SCI,3,5
ENSC,5135,STATISTICS FOR ENVIRONMENTAL S,3,5
ENSC,5331,WETLANDS,3,5
ENSC,5333,FUNDAMENTALS OF ENVIRON ENG,3,5
ENSC,5530,RESEARCH METHODS: ENVIRON SCI,3,5
ENSC,5915,COOP EDUCATION WORK TERM,1,5
ENSC,5919,IND STUDY IN ENSC,1,5
ENSC,5929,IND STUDY IN ENSC,2,5
ENSC,5931,TOPICS IN ENVIRONMENTAL SCI,3,5
ENSC,5939,INDEPEND STUDY IN ENVIRON SCI,3,5
ENSC,6731,GRADUATE SEMINAR,3,5
ENSC,6838,RESEARCH PROJECT AND SEMINAR,3,5
ENSC,6939,MASTER'S THESIS; ENVIRON SCI,3,5
ENVR,3311,FOUNDATIONS ENVR MANAGEMENT,3,3
ENVR,4189,INDT STUDY IN ENVR MANAGEMENT,1,4
ENVR,4311,PRIN OF AIR QUALITY MANAGEMENT,3,4
ENVR,4312,WATER MANAGEMENT PRINCIPLES,3,4
ENVR,4313,TECHNIQUES OF ENVR ASSESSMENT,3,4
ENVR,4315,INTRODUCTION TO ENVR LAW,3,4
ENVR,4317,SOLID WASTE MGMT PRACTICES,3,4
ENVR,4331,ENVIRONMENTAL PUBLIC POLICY,3,4
ENVR,4332,THE PROCESS OF ENVR PERMITTING,3,4
ENVR,4333,INTRO TO POLLUTION CONTRL TECH,3,4
ENVR,4336,ADM PRACTICE & ETHICAL ISSUES,3,4
ENVR,4379,INTERNSHIP IN ENVR MGMT,3,4
ENVR,4389,INDT STUDY IN ENVR MANAGEMENT,3,4
ENVR,4391,SELECTED TOPICS IN ENVR MGMT,3,4
ENVR,5134,OIL & HAZARDOUS MATERIALS SPIL,3,5
ENVR,5331,ENVIRONMENTAL ECONOMICS,3,5
ENVR,5332,ENVIRONMENTAL LAW,3,5
ENVR,5333,AIR QUALITY MANAGEMENT,3,5
ENVR,5336,SOLID WASTE MANAGEMENT,3,5
ENVR,5437,MANAGING ENVR & ETHICAL ISSUES,3,5
ENVR,5532,WATER MANAGEMENT,3,5
ENVR,5533,POLLUTION CONTROL TECHNOLOGY,3,5
ENVR,5534,PERMITS AND PROCEDURES,3,5
ENVR,5537,MANAGING CONTAMINATED SITES,3,5
ENVR,5931,RESEARCH TOPICS ENVR MGMT,3,5
ENVR,5939,INDT. STU. IN ENVR. MANAGEMENT,3,5
ENVR,6132,ENVR ASSESSMENT,3,5
ENVR,6133,ENVIRONMENTAL RISK MANAGEMENT,3,5
ENVR,6332,ECOLOGICAL ISSUES FOR FUTURE,3,5
ENVR,6732,ENVR MANAGEMENT PRACTICES,3,5
ENVR,6739,INTERNSHIP IN ENVR MGMT,3,5
ENVR,6939,MASTER THESIS RESEARCH,3,5
EXHS,5130,EPIDEMIOLOGY,3,5
EXHS,5131,APPLIED EXERCISE PHYSIOLOGY,3,5
EXHS,5132,APPLIED EXERCISE PHYSIOLOGY,3,5
EXHS,5133,SPORTS NUTRITION,3,5
EXHS,5230,BIOSTATISTICS IN PUBLIC HEALTH,3,5
EXHS,5231,TECH IN HUMAN PERF,3,5
EXHS,5333,ORGANIZATIONAL WELLNESS,3,5
EXHS,5335,EXER PRIN SPECIAL POPULATIONS,3,5
EXHS,5931,RESEARCH TOPICS IN HEALTH,3,5
EXHS,5939,INDT STUDY IN HLTH,3,5
EXHS,6031,PUBLIC HEALTH POLICY,3,5
EXHS,6032,ADV SEM IN SPORTS MED,3,5
EXHS,6033,LAB TECHNIQUES & RES DESIGN,3,5
EXHS,6035,STATS IN EXERCISE SCIENCE,3,5
EXHS,6036,BIOMECHANICS SPORTS & EXERCISE,3,5
EXHS,6037,ADV SEM IN PEAK PERFORMANCE,3,5
EXHS,6039,RESEARCH IN HUMAN PERFORMANCE,3,5
EXHS,6330,ADV SEMINAR IN PUBLIC HEALTH,3,5
EXHS,6739,GRADUATE INTERNSHIP,3,5
EXHS,6839,MASTER'S PROJECT RESEARCH,3,5
EXHS,6939,MASTER'S THESIS RESEARCH,3,5
FINC,3301,PERSONAL MONEY MANAGEMENT,3,3
FINC,3331,BUSINESS FINANCE,3,3
FINC,3333,INTERMEDIATE FINANCIAL MGMT,3,3
FINC,3336,RISK MANAGEMENT,3,3
FINC,3351,REAL ESTATE INVESTMENT,3,3
FINC,3353,INVESTMENTS,3,3
FINC,4331,CONTEMPORARY FINC INSTITUTIONS,3,4
FINC,4341,STRUCTURE OF FINC. STATEMENTS,3,4
FINC,4351,INT'L FINANCIAL OPERATIONS,3,4
FINC,4352,SEM IN INTERNATIONAL FINANCE,3,4
FINC,4353,FINANCIAL DERIVATIVES,3,4
FINC,4356,INCOME TAXATION,3,4
FINC,4361,TREASURY MANAGEMENT,3,4
FINC,4373,RETIREMENT & BENEFIT PLANNING,3,4
FINC,4376,ESTATE PLANNING,3,4
FINC,4379,INTERNSHIP IN FINANCE,3,4
FINC,4389,INDT STUDY IN FINANCE,3,4
FINC,4391,RESEARCH TOPICS,3,4
FINC,5031,FINANCIAL ANALYSIS,3,5
FINC,5131,FINANCIAL SYSTEM,3,5
FINC,5133,CORPORATE FINANCE,3,5
FINC,5134,REAL ESTATE ANLYS & FIN,3,5
FINC,5231,QUANTITATIVE METHODS,3,5
FINC,5331,TREASURY MANAGEMENT,3,5
FINC,5332,FINANCIAL STATEMENTS,3,5
FINC,5333,PERSONAL WEALTH MANAGEMENT,3,5
FINC,5532,BUDGET & CONTROL-GOVT/SVC ORG,3,5
FINC,5733,RETIREMENT & BENEFITS PLANNING,3,5
FINC,5931,RESEARCH TOPICS IN FINANCE,3,5
FINC,5939,INDEPENDENT STUDIES IN FINANCE,3,5
FINC,6131,COMMERCIAL BANKING,3,5
FINC,6231,INVESTMENT MANAGEMENT,3,5
FINC,6233,OPTIONS AND FUTURES,3,5
FINC,6234,PORTFOLIO MANAGEMENT,3,5
FINC,6531,INTERNATIONAL FINANCE,3,5
FINC,6533,SEM IN INTERNATIONAL FINANCE,3,5
FINC,6731,SEMINAR IN FINANCE,3,5
FINC,6739,INTERNSHIP IN FINANCE,3,5
FINC,6939,MASTER'S THESIS RESEARCH,3,5
GEOG,1301,MODERN PHYSICAL GEOGRAPHY,3,1
GEOG,1302,GLOBAL GEOGRAPHY,3,1
GEOG,1303,WORLD REGIONAL GEOGRAPHY,3,1
GEOG,4300,GEOGRAPHY OF THE US AND CANADA,3,4
GEOG,4301,URBAN GEOGRAPHY,3,4
GEOG,4302,GEOGRAPHY OF LATIN AMERICA,3,4
GEOG,4303,GEOGRAPHY OF TEXAS,3,4
GEOG,4304,PRIN OF MAP READING/INTERPRET,3,4
GEOG,4306,SERVICE LEARNING,3,4
GEOG,4311,HISTORICAL GEOGRAPHY,3,4
GEOG,4312,HUMAN GEOGRAPHY,3,4
GEOG,4314,TEACHING GEOGRAPHY,3,4
GEOG,4315,POLITICAL GEOGRAPHY,3,4
GEOG,4316,ECONOMIC GEOGRAPHY,3,4
GEOG,4317,INTRODUCTION TO GLOBALIZATION,3,4
GEOG,4321,FUNDAMENTALS OF GIS,3,4
GEOG,4322,PROBS IN GEOG INFO SYSTEMS,3,4
GEOG,4323,ADVANCED GEOG INFO SYSTEMS,3,4
GEOG,4389,INDT STUDY IN GEOG,3,4
GEOG,4391,SELECTED TOPICS IN GEOG,3,4
GEOG,5132,URBAN POLITICAL ECOLOGY,3,5
GEOG,5134,GEOG INFO SYSTEMS,3,5
GEOG,5231,APPROACHES TO GEOGRAPHIC EDUC,3,5
GEOG,5931,RESEARCH TOPICS IN GEOG,3,5
GEOG,5939,INDT STUDY IN GEOGRAPHY,3,5
GEOL,1103,LAB FOR PHYSICAL GEOLOGY,1,1
GEOL,1104,LAB FOR HISTORICAL GEOLOGY,1,1
GEOL,1303,PHYSICAL GEOLOGY,3,1
GEOL,1304,HISTORICAL GEOLOGY,3,1
GEOL,2107,LAB FOR GEOL FIELD METHODS,1,2
GEOL,2309,MINERALOGY AND PETROLOGY I,3,2
GEOL,3117,LAB FOR MINERALOGY PETROLOGY I,1,3
GEOL,3240,GEOLOGICAL FIELD METHODS,2,3
GEOL,3304,FUNDAMENTALS OF PLANETARY GEOL,3,3
GEOL,3305,FUNDAMENTALS OF EARTH SCIENCE,3,3
GEOL,3307,GEOGRAPHICAL INFORMATION SYSTE,3,3
GEOL,3333,ENVIRON GEOL,3,3
GEOL,3361,PHOTOGEOLOGY,3,3
GEOL,4101,LABORATORY FOR EARTH SCIENCE,1,4
GEOL,4145,LAB FOR STRUCTURAL GEOLOGY,1,4
GEOL,4189,INDT STUDY IN GEOLOGY,1,4
GEOL,4191,SELECTED TOPICS IN GEOLOGY,1,4
GEOL,4222,LABORATORY FOR GEOMORPHOLOGY,2,4
GEOL,4291,SELECTED TOPICS IN GEOLOGY,2,4
GEOL,4311,GEOLOGY OF TEXAS,3,4
GEOL,4323,SOILS IN THE ENVIRONMENT,3,4
GEOL,4324,GEOMORPHOLOGY,3,4
GEOL,4325,SEDIMENTATION AND STRATIGRAPHY,3,4
GEOL,4326,OCEANOGRAPHY,3,4
GEOL,4327,NATURAL DISASTERS,3,4
GEOL,4333,INTRO TO GLOBAL CLIMATE CHANGE,3,4
GEOL,4335,APPLIED GIS,3,4
GEOL,4345,STRUCTURAL GEOLOGY,3,4
GEOL,4351,HYDROGEOLOGY,3,4
GEOL,4356,SOIL & GROUNDWATER REMEDIATION,3,4
GEOL,4375,PETROLEUM GEOLOGY,3,4
GEOL,4389,INDT STUDY IN GEOLOGY,3,4
GEOL,4391,SELECT TOPICS IN GEOLOGY,3,4
GEOL,5233,ENVIRONMENTAL GEOCHEMISTRY,3,5
GEOL,5331,ADV ENVIRONMENTAL GEOLOGY,3,5
GEOL,5333,WETLANDS,3,5
GEOL,5531,HYDROLOGY OF GROUNDWATER,3,5
GEOL,5532,HYDROLOGY OF SURFACEWATER,3,5
GEOL,5631,REMOTE SENSING:APPS IN GEOLOGY,3,5
GEOL,5632,HAZRDOUS MATERIAL IN GEOL ENVR,3,5
GEOL,5730,PLANETARY GEOLOGY,3,5
GEOL,5931,RESEARCH TOPICS,3,5
GEOL,5939,INDT. STU.-GEOLOGICAL SCIENCE,3,5
HADM,3311,FOUNDATIONS OF HC ADMIN LDRSHP,3,3
HADM,3322,FINC DIMENS OF HC ADMIN I,3,3
HADM,3333,HEALTHCARE ECONOMICS,3,3
HADM,3351,PHYSICIAN GROUP PRACTICE MGMT,3,3
HADM,4312,HEALTHCARE PLANNING & MKTG,3,4
HADM,4313,HEALTH POLICY,3,4
HADM,4316,MEDICAL REIMBURSEMENT,3,4
HADM,4317,"HC ETHICS, VALUES & SOCIAL RES",3,4
HADM,4318,MANAGED CARE,3,4
HADM,4326,HOSPITAL OPERATIONS,3,4
HADM,4332,LEGAL DIMEN OF HEALTHCARE ADM,3,4
HADM,4341,HR IN HEALTHCARE ADMIN,3,4
HADM,4342,INTRO TO LONG TERM CARE ADMIN,3,4
HADM,4343,INTRODUCTION TO PUBLIC HEALTH,3,4
HADM,4351,FINC DIMENS OF HC ADMIN II,3,4
HADM,4379,INTERNSHIP IN HEALTHCARE ADMIN,3,4
HADM,4389,INDT STUDY IN HLTHCARE ADMN,3,4
HADM,4391,SELECTED TOPICS HLTHCARE ADMN,3,4
HADM,5032,FOUNDATIONS OF HLTHCR DELIVERY,3,5
HADM,5033,LEADERSHIP OF ORGANIZATIONS IN,3,5
HADM,5131,HLTHCARE HUMAN RESOURCES MGMT,3,5
HADM,5132,MANAGERIAL EPIDEMIOLOGY,3,5
HADM,5133,HEALTH POLICY,3,5
HADM,5232,FINC MGMT OF HEALTHCARE ORGS I,3,5
HADM,5233,FINANCIAL MANAGEMENT II,3,5
HADM,5234,"HCARE ETHICS,VALUES&SOC RESPON",3,5
HADM,5331,PLANNING HEALTHCARE SERVICES,3,5
HADM,5332,EVALUATION OF HEALTH SERVICES,3,5
HADM,5333,HEALTHCARE ECONOMICS,3,5
HADM,5334,MARKETING HEALTHCARE SERVICES,3,5
HADM,5431,HEALTHCARE INFO TECHNOLOGY,3,5
HADM,5433,INTRODUCTION TO PUBLIC HEALTH,3,5
HADM,5531,GROUP PRACTICE MANAGEMENT,3,5
HADM,5731,HEALTHCARE QUALITY,3,5
HADM,5911,RES. TOPICS IN HEALTHCARE ADMN,1,5
HADM,5931,RSRCH TOPICS IN HLTHCARE ADMIN,3,5
HADM,5939,INDPT STUDIES IN HLTHCARE ADMN,3,5
HADM,6132,LEGL ASPECTS OF HLTHCARE SYSTM,3,5
HADM,6133,"HLTHCARE FAC PLAN,DSGN & CONST",3,5
HADM,6136,EMERGING ISSUES IN HEALTHCARE,3,5
HADM,6235,INTEGRATED DELIVERY SYSTEMS,3,5
HADM,6236,HOSPITAL OPERATIONS,3,5
HADM,6237,HEALTHCARE CONSULT & ENTREPREN,3,5
HADM,6539,GRAD RESIDENCY HLTHCARE ADM,3,5
HADM,6738,SEM HCARE POLICY & LEADERSHIP,3,5
HADM,6739,INTERNSHIP IN HLTHCARE ADMIN,3,5
HADM,6939,MASTERS THESIS RESEARCH,3,5
HADM,6969,MASTER'S THESIS RESEARCH,6,5
HIST,1301,US HISTORY I,3,1
HIST,1302,US HISTORY II,3,1
HIST,2301,TEXAS HISTORY,3,2
HIST,2321,WORLD CIVILIZATION I,3,2
HIST,2322,WORLD CIVILIZATION II,3,2
HIST,3301,ANCIENT WORLD,3,3
HIST,3303,ANCIENT GREECE,3,3
HIST,3305,ANCIENT ROME,3,3
HIST,3307,MEDIEVAL EUROPE,3,3
HIST,3309,RENAISSANCE AND REFORMATION,3,3
HIST,3311,REVOLUTIONARY EUROPE,3,3
HIST,3313,MODERN EUROPE,3,3
HIST,3315,MODERN BRITAIN,3,3
HIST,3316,HISTORICAL STUDIES,3,3
HIST,3317,INTRO TO LATIN AMER HISTORY,3,3
HIST,3319,COLONIAL LATIN AMERICA,3,3
HIST,3321,MODERN LATIN AMERICA,3,3
HIST,3323,HISTORY OF MEXICO,3,3
HIST,3325,COLONIAL AMERICA,3,3
HIST,3327,THE NEW AMERICAN NATION,3,3
HIST,3329,ANTEBELLUM AMERICA,3,3
HIST,3330,CIVIL WAR & RECONSTRUCTION,3,3
HIST,3333,GROWTH OF INDUSTRIAL AMERICA,3,3
HIST,3335,U.S. 1919-1945,3,3
HIST,3337,U.S. SINCE 1945,3,3
HIST,3340,WOMEN IN EUROPEAN HISTORY,3,3
HIST,3341,WOMEN IN AMERICAN HISTORY,3,3
HIST,3345,REEL AMERICA I,3,3
HIST,3347,REEL AMERICA II,3,3
HIST,4189,INDT STUDY HISTORY,1,4
HIST,4289,INDT STUDY HISTORY,2,4
HIST,4301,STUDIES IN EUROPEAN HISTORY,3,4
HIST,4303,REEL EUROPE,3,4
HIST,4305,NAZI CINEMA & 3RD REICH,3,4
HIST,4307,"HOLOCAUST: HIST, LIT & FILM",3,4
HIST,4308,THE MEXICO BORDERLANDS,3,4
HIST,4309,STUDIES IN LATIN AMER HISTORY,3,4
HIST,4310,LATIN AMERICA AND THE U.S.,3,4
HIST,4311,STUDIES IN NATIVE AMER HISTORY,3,4
HIST,4313,STUDIES IN U.S. HISTORY,3,4
HIST,4315,STU IN AFRICAN AMERICAN HIST,3,4
HIST,4317,THE U S WEST,3,4
HIST,4319,U.S. LABOR HISTORY,3,4
HIST,4321,THE US AND WORLD WAR II,3,4
HIST,4323,THE VIETNAM WAR IN FILM,3,4
HIST,4325,STUDIES IN MIDDLE EASTERN HIST,3,4
HIST,4329,HISTORY OF FEMINISM,3,4
HIST,4389,INDT STUDY IN HISTORY,3,4
HIST,4391,SELECTED TOPICS IN HIST,3,4
HIST,5031,RESEARCH AND METHODS SEMINAR,3,5
HIST,5130,U.S. & THE SOVIET UNION,3,5
HIST,5131,STUDIES IN EARLY AMERICAN HIST,3,5
HIST,5132,THE CIV WAR & RECON,3,5
HIST,5133,"ANTEBELLUM AMERICA, 1815-1865",3,5
HIST,5138,LOCAL HISTORY SEMINAR,3,5
HIST,5230,REEL EUROPE,3,5
HIST,5232,U.S. SOCIAL MOVEMENTS,3,5
HIST,5233,"U.S., 1877-1919",3,5
HIST,5234,"U.S., 1919-1945",3,5
HIST,5235,U.S. SINCE 1945,3,5
HIST,5236,STUDIES IN HISTORY AND FILM,3,5
HIST,5237,NAZI CINEMA & 3RD REICH,3,5
HIST,5238,WEIMAR CINEMA & THE GREAT WAR,3,5
HIST,5239,THE VIETNAM WAR IN FILM,3,5
HIST,5330,MEM & REP IN HOLOCAUST CINE,3,5
HIST,5430,STUDIES IN WOMEN'S HISTORY,3,5
HIST,5431,BIOGRAPHY IN EUROPEAN HISTORY,3,5
HIST,5432,STUDIES IN EUROPEAN HISTORY,3,5
HIST,5433,REFORMATION EUROPE,3,5
HIST,5434,STUDIES IN LATIN AMERICAN HIST,3,5
HIST,5439,STUDIES IN MIDDLE EASTERN HIST,3,5
HIST,5931,RESEARCH TOPICS IN HISTORY,3,5
HIST,5939,INDEPENDENT STUDY IN HISTORY,3,5
HIST,6839,MASTER'S PROJECT RESEARCH,3,5
HIST,6909,COMPREHENSIVE EXAM,0,5
HIST,6939,MASTER:S THESIS RESEARCH,3,5
HLTH,2110,TEAM GAMES AND SPORTS,1,2
HLTH,2113,INDIVIDUAL GAMES AND SPORTS,1,2
HLTH,2115,INNOVATIVE GAMES AND SPORTS,1,2
HLTH,2301,INTRO TO EXERCISE SCIENCE,3,2
HLTH,2303,PERSONAL HEALTH AND FITNESS,3,2
HLTH,3301,"HEALTH, EMERG CARE & FIRST AID",3,3
HLTH,3302,HLTH & PHYS EDUC - EC-6 SURVEY,3,3
HLTH,3303,NUTRITION AND WEIGHT MANAGEMEN,3,3
HLTH,3304,PRINCIPLES OF PHYSICAL FITNESS,3,3
HLTH,3309,EVIDENCE-BASED PRACTICE,3,3
HLTH,3315,HEALTH PROMOTION PROGRAMS,3,3
HLTH,3316,APPLIED KINESIOLOGY,3,3
HLTH,3317,MOTOR DEVELOPMENT & LEARNING,3,3
HLTH,3318,INTRODUCTION TO COMMUNITY HEAL,3,3
HLTH,3320,HEALTH INEQUALITIES,3,3
HLTH,4301,PHYSIOLOGY OF EXERCISE,3,4
HLTH,4302,BIOMECHANICS,3,4
HLTH,4305,SEMINAR IN SPORTS MEDICINE,3,4
HLTH,4307,PEAK PERFORMANCE,3,4
HLTH,4308,RESISTIVE EXER: THEO. & PRAC.,3,4
HLTH,4309,RESEARCH PRACTICUM,3,4
HLTH,4311,METHODS PHYSICAL EDUCATION I,3,4
HLTH,4312,METHODS PHYSICAL EDUCATION II,3,4
HLTH,4370,UNDERGRAD PRACTICUM,3,4
HLTH,4378,CAPSTONE IN FHP,3,4
HLTH,4379,INTERNSHIP,3,4
HLTH,4389,INDT STUDY IN HEALTH,3,4
HLTH,4391,SELECTED TOPICS IN HEALTH,3,4
HMRS,5131,HUMAN RESOURCE MGMT PROCESSES,3,5
HMRS,5231,LEGAL ENVR OF HUMAN RES MGMT I,3,5
HMRS,5235,PROJECT MGMT IN HMRS,3,5
HMRS,5433,COMPENSATION AND BENEFITS,3,5
HMRS,5435,"EMPLOYEE PLAN, STAFFING & SEL",3,5
HMRS,5437,HUMAN RESOURCE INFO SYSTEMS,3,5
HMRS,5531,TRAINING AND DEVELOPMENT,3,5
HMRS,5533,HR METRICS AND PERF. MGMT.,3,5
HMRS,5931,RESEARCH TOPICS IN HMRS,3,5
HMRS,5939,INDT STU IN HUMAN RESOURCES,3,5
HMRS,6733,SEM IN HUMAN RESOURCE MGMT I,3,5
HMRS,6735,SEMINAR IN HR MGMT,3,5
HMRS,6739,INTERNSHIP IN HUMAN RESOURCE,3,5
HMRS,6839,MASTER'S PROJECT RESEARCH,3,5
HMRS,6939,MASTER'S THESIS RESEARCH,3,5
HSAF,4300,STUDY ABROAD,3,4
HSAF,5030,STUDY ABROAD,3,5
HUMN,1301,HUMANITIES,3,1
HUMN,3350,ART 1900-1950,3,3
HUMN,3351,ART 1950-PRESENT,3,3
HUMN,3355,LATIN AMERICAN ART OF 20TH C,3,3
HUMN,3356,"MEXICAN ART, 1500-PRESENT",3,3
HUMN,3357,HISTORY & THEORY PHOTOGRAPHY,3,3
HUMN,3374,CRITICAL INQUIRY,3,3
HUMN,3375,IDEAS IN TRANSITION,3,3
HUMN,4195,COOPERATIVE EDUCATION,1,4
HUMN,4308,INTRO TO WOMEN'S STUDIES,3,4
HUMN,4312,ART ANCIENT IRAQ & NEAR EAST,3,4
HUMN,4315,ART ANCIENT GREEK WORLD,3,4
HUMN,4322,ROMAN ART,3,4
HUMN,4326,STUDIES IN FILM,3,4
HUMN,4364,MUSEUM STUDIES,3,4
HUMN,4366,PROPAGANDA & PERSUASIVE IMAGES,3,4
HUMN,4372,SEMINAR IN WOMEN'S STUDIES,3,4
HUMN,4375,SENIOR SEMINAR,3,4
HUMN,4379,INTERNSHIP,3,4
HUMN,4389,INDT STUDY IN HUMANITIES,3,4
HUMN,4391,SELECTED TOPICS IN HUMANITIES,3,4
HUMN,5030,HISTORY OF IDEAS I,3,5
HUMN,5031,TEXTS AND IMAGES I,3,5
HUMN,5032,HISTORY OF IDEAS II,3,5
HUMN,5033,TEXTS AND IMAGES II,3,5
HUMN,5034,GLOBAL HUMANITIES I,3,5
HUMN,5035,TEXTS AND IMAGES III,3,5
HUMN,5036,GLOBAL HUMANITIES II,3,5
HUMN,5037,WRIT FOR TECHNICAL PROFESSIONS,3,5
HUMN,5131,WRITING FOR BUS PROFESSIONS,3,5
HUMN,5133,PUBLIC RELATIONS WRITING,3,5
HUMN,5134,EDITING,3,5
HUMN,5233,ART ANCIENT IRAQ & NEAR EAST,3,5
HUMN,5234,ART ANCIENT GREEK WORLD,3,5
HUMN,5235,MUSEUMS & THE PUBLIC,3,5
HUMN,5236,STUDIES IN FILM,3,5
HUMN,5237,STUDIES IN ART HISTORY,3,5
HUMN,5238,WORLD CINEMA,3,5
HUMN,5239,INDIAN CINEMA,3,5
HUMN,5336,PHILOSOPHY OF RELIGION,3,5
HUMN,5430,ISSUES ART HIST I: ANCT-MDRN,3,5
HUMN,5431,ISSUES ART HIST II: RENAIS-PRE,3,5
HUMN,5732,SEMINAR IN WOMEN'S STUDIES,3,5
HUMN,5915,COOPERATIVE EDUCATION,1,5
HUMN,5931,TOPICS IN HUMANITIES,3,5
HUMN,5939,INDT. STU. IN HUMANITIES,3,5
HUMN,6739,INTERNSHIP,3,5
HUMN,6839,MASTER PROJ RESEARCH,3,5
HUMN,6909,COMPREHENSIVE EXAM,0,5
HUMN,6939,MASTER THESIS RESRCH,3,5
INDH,3311,INDUSTRIAL HEALTH AND HYGIENE,3,3
INDH,3332,PRINCIPLES OF SAFETY,3,3
INDH,3333,ENVIRONMENTAL SAFETY & HEALTH,3,3
INDH,3340,TECH OF SAFETY ENGINEER&ANALYS,3,3
INDH,4195,COOPERATIVE EDUCATION WORK TRM,1,4
INDH,4311,NOISE AND HEARING CONSERVATION,3,4
INDH,4315,INDUSTRIAL RADIOLOGICAL HEALTH,3,4
INDH,4316,SYSTEM SAFETY & ACCIDENT INVES,3,4
INDH,4321,"ERGO., HF &WORKSPACE DESIGN",3,4
INDH,4322,INDST HYGIENE SAMPLING ANLY,3,4
INDH,4323,HAZMAT & EMERGENCY MGMT,3,4
INDH,4324,FIRE SAFETY ENGINEER,3,4
INDH,4333,CONST & GEN IND SAFETY,3,4
INDH,4341,ADV STUDIES IN IH/SAFETY,3,4
INDH,4365,SENIOR PROJECT,3,4
INDH,4379,INTERN IN INDUST HYGIENE/SAFTY,3,4
INDH,4389,INDT STUDY IN INDUST HYGIENE,3,4
INDH,4391,TOPICS IN INDUSTRIAL HYGIENE,3,4
INDH,5131,CONT OF OCCUPAT & ENVIR HAZARD,3,5
INDH,5233,RECOG OF OCCUPATIONAL DISEASES,3,5
INDH,5333,AIR POLLUTION,3,5
INDH,5334,HUMAN FACTORS ENGINEERING,3,5
